Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,MS,MS-SS-022,gdlLicensing,At what age are all restrictions removed?,16 years 6 months old,17 years old,18 years old,21 years old,A,0,"In Mississippi, restrictions removed at 16 years 6 months. These requirements help ensure new drivers gain adequate experience."
State-Specific,MS,MS-SS-023,gdlLicensing,How often must Mississippi driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,D,3,"Mississippi driver's licenses are valid for 8 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,MS,MS-SS-024,gdlLicensing,What is Mississippi's driver's ed reduces permit age?,14 years old,14 years 6 months old,Still 15 years,No reduction,C,2,"In Mississippi, permit age remains 15 regardless of driver's ed."
State-Specific,MS,MS-SS-025,gdlLicensing,Permit holders must be supervised by driver at least?,18 years,19 years,21 years,25 years,C,2,"In Mississippi, supervisor must be at least 21 with valid license."
State-Specific,MS,MS-SS-026,gdlLicensing,How long must you hold permit before intermediate license?,6 months,9 months,12 months,No minimum,C,2,"In Mississippi, new drivers must hold their learner's permit for at least 12 months before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,MS,MS-SS-027,insurance,What is Mississippi's minimum bodily injury liability per person?,"$15,000","$20,000","$25,000","$30,000",C,2,"Mississippi requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,MS,MS-SS-028,insurance,What is Mississippi's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$60,000",C,2,"Mississippi requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,MS,MS-SS-029,insurance,What is Mississippi's minimum property damage liability?,"$10,000","$15,000","$20,000","$25,000",D,3,"Mississippi requires a minimum of $25,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,MS,MS-SS-030,insurance,What is Mississippi's minimum insurance requirement?,20/40/10,25/50/10,25/50/25,30/60/25,C,2,"Mississippi requires 25/50/25 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $25,000 for property damage."
State-Specific,MS,MS-SS-031,insurance,What is the fine in Mississippi?,$100-$500,"$500-$1,000","$1,000-$2,000","$500-$1,500",B,1,"In Mississippi, no insurance carries $500-$1,000 fine. Having adequate insurance protects you and others on the road."
State-Specific,MS,MS-SS-032,seatbeltPhone,How is Mississippi's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Front seat only,B,1,Mississippi enforces seat belts as secondary offense. Wearing your seat belt is one of the most effective ways to prevent injuries in a crash.
State-Specific,MS,MS-SS-033,seatbeltPhone,What is Mississippi's law on texting while driving?,Legal with no restrictions,Prohibited for all - primary,Prohibited for all - secondary,Legal for adults,B,1,"In Mississippi, texting while driving is a primary offense, meaning law enforcement can stop and cite you solely for this violation without needing another reason."
State-Specific,MS,MS-SS-034,seatbeltPhone,What is Mississippi's law on handheld phone use while driving?,Prohibited for all,Prohibited for under-18 only,Prohibited in school zones,Legal with no restrictions,D,3,Mississippi does not have statewide handheld phone ban.
State-Specific,MS,MS-SS-035,seatbeltPhone,When is Until what age are child restraints in Mississippi required in Mississippi?,Age 4,Age 6,Age 7,4 years or 65 lbs,C,2,"In Mississippi, children must be restrained until age 7."
State-Specific,MS,MS-SS-036,seatbeltPhone,What is the Seat belt fine in Mississippi?,$25,$50,$75,$100,A,0,"In Mississippi, a seat belt violation carries a fine of $25. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,MS,MS-SS-037,pointsPenalties,What is Mississippi's DUI lookback period?,3 years,5 years,7 years,10 years,B,1,Mississippi uses a 5-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,MS,MS-SS-038,pointsPenalties,What is the license suspension in Mississippi?,90 days suspension,120 days suspension,180 days suspension,1 year suspension,A,0,"In Mississippi, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 90-day license suspension, even if you are not convicted of DUI."
State-Specific,MS,MS-SS-039,pointsPenalties,What is the second DUI jail time in Mississippi?,5 days-1 year,10 days-1 year,30 days-1 year,60 days-1 year,A,0,"In Mississippi, a second DUI conviction requires a minimum of 5 days in jail. Additional penalties may include fines, license suspension, and mandatory treatment programs."
State-Specific,MS,MS-SS-040,pointsPenalties,What is the second DUI license suspension in Mississippi?,1 year suspension,2 years suspension,3 years suspension,5 years suspension,B,1,"In Mississippi, second DUI results in 2-year suspension. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,MS,MS-SS-041,pointsPenalties,What is the license suspension in Mississippi?,8 points on your record,10 points on your record,12 points on your record,15 points on your record,C,2,"In Mississippi, accumulating 12 or more points within 12 months results in a license suspension. Points are assessed for traffic violations and help track unsafe driving behavior."
State-Specific,MS,MS-SS-042,pointsPenalties,How many points does this violation add in Mississippi?,4 points on your record,6 points on your record,8 points on your record,"No points, automatic action",D,3,"In Mississippi, DUI triggers automatic administrative action, not points."
State-Specific,MS,MS-SS-043,stateUnique,Is Mississippi an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Hybrid state,B,1,"Mississippi is an at-fault state, meaning the driver who caused an accident is financially responsible for paying damages to other parties involved."
State-Specific,MS,MS-SS-044,stateUnique,What does Mississippi's implied consent law cover?,Breath only,"Blood, breath, urine",Breath and blood only,Chemical testing,D,3,"Mississippi's implied consent law means that by driving on the state's roads, you automatically consent to chemical testing (breath, blood, or urine) if lawfully arrested for DUI."
State-Specific,MS,MS-SS-045,stateUnique,When is an IID required in Mississippi?,First,Second,Third,All offenses,D,3,"In Mississippi, an Ignition Interlock Device (IID) is required for certain DUI offenses. The IID prevents your vehicle from starting if alcohol is detected on your breath."
State-Specific,MS,MS-SS-046,stateUnique,Mississippi allows expungement of first DUI after?,2 years,3 years,5 years,Never,C,2,"In Mississippi, first DUI may be expunged after 5 years."
State-Specific,MS,MS-SS-047,stateUnique,Non-adjudication (MASEP) program available?,First DUI only,Any DUI,Not available,Repeat offenders,A,0,"In Mississippi, mASEP program available for first DUI offenders."
State-Specific,MS,MS-SS-048,stateUnique,Intermediate license passenger restriction?,No passengers,1 passenger,3 passengers,No restriction,C,2,"In Mississippi, limited to 3 passengers under 21 who aren't family."
State-Specific,MS,MS-SS-049,stateUnique,What does DUI with child under 16 add in Mississippi?,$500 fine,"$1,000 fine",Additional jail time,Enhanced charges,D,3,"In Mississippi, driving under the influence with a child in the vehicle results in enhanced penalties including additional fines and potential child endangerment charges."
State-Specific,MS,MS-SS-050,stateUnique,What is the fourth DUI jail time in Mississippi?,2-5 years,5-10 years,10-25 years,Life possible,C,2,"In Mississippi, a fourth DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MO,MO-SS-001,speedLimits,What is the maximum speed limit on Missouri rural interstates?,65 miles per hour,70 miles per hour,75 miles per hour,80 miles per hour,B,1,"Missouri's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,MO,MO-SS-002,speedLimits,The speed limit on Missouri urban interstates?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,B,1,"Missouri's maximum speed limit on major highways is 60 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,MO,MO-SS-003,speedLimits,What is the residential speed limit in Missouri?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Missouri residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,MO,MO-SS-004,speedLimits,What is the school zone speed limit in Missouri?,15 miles per hour,20 miles per hour,25 miles per hour,As posted,D,3,"In Missouri, the speed limit in school zones is 25 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,MO,MO-SS-005,speedLimits,"Trucks over 24,000 lbs on interstates limited?",55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"In Missouri, heavy trucks limited to 65 mph on interstates. Always observe posted speed limits and adjust for road conditions."
State-Specific,MO,MO-SS-006,speedLimits,What is Missouri's business district speed limit?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,C,2,"In Missouri, business districts typically have a 30 mph speed limit. These lower limits account for increased pedestrian traffic and commercial activity."
State-Specific,MO,MO-SS-007,speedLimits,How many points trigger license suspension in Missouri?,6 points on your record,8 points on your record,10 points on your record,12 points on your record,B,1,"In Missouri, accumulating 8 or more points within 18 months results in a license suspension. Points are assessed for traffic violations and help track unsafe driving behavior."
State-Specific,MO,MO-SS-008,speedLimits,What does Speeding 20+ mph over add in Missouri?,2 points on your record,3 points on your record,4 points on your record,5 points on your record,B,1,"In Missouri, a speeding conviction adds 3 points to your driving record, which can affect your license status and insurance rates."
State-Specific,MO,MO-SS-009,speedLimits,What is Missouri's excessive speeding (20+ over) can be?,Infraction only,A misdemeanor,A felony,Warning only,B,1,"In Missouri, excessive speeding can be charged as misdemeanor."
State-Specific,MO,MO-SS-010,speedLimits,What is Missouri's work zone speeding carries?,Same fine,Double fine,Triple fine,$250 additional,B,1,"In Missouri, fines are doubled in active work zones. Always observe posted speed limits and adjust for road conditions."
State-Specific,MO,MO-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Missouri?,0.10%,0.08%,0.05%,0.07%,B,1,Missouri's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,MO,MO-SS-012,duiBac,What is Missouri's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In Missouri, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,MO,MO-SS-013,duiBac,What is Missouri's calls DUI offenses?,DUI (Driving Under the Influence),DWI (Driving While Intoxicated),OWI (Operating While Intoxicated),OUI,B,1,Missouri uses the term DWI (Driving While Intoxicated) for drunk driving offenses. The penalties for this offense vary based on BAC level and prior convictions.
State-Specific,MO,MO-SS-014,duiBac,How is a first DWI classified in Missouri?,Infraction,Class B misdemeanor,Class A misdemeanor,A felony,B,1,"In Missouri, a first DWI offense is classified as a misdemeanor, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MO,MO-SS-015,duiBac,What is the first DWI jail time in Missouri?,30 days in jail,60 days in jail,6 months in jail,1 year in jail,C,2,"In Missouri, a DWI conviction can result in up to 6 months in jail, along with fines, license suspension, and other penalties."
State-Specific,MO,MO-SS-016,duiBac,What is the first DWI license suspension in Missouri?,30 days suspension,60 days suspension,90 days suspension,1 year suspension,C,2,"In Missouri, first DWI results in 90-day suspension. Additional penalties may apply based on your specific circumstances."
State-Specific,MO,MO-SS-017,duiBac,Aggravated DWI in Missouri applies at BAC?,0.12%,0.15%,0.18%,0.20%,B,1,"In Missouri, a BAC of 0.15% or higher is considered aggravated or high-tier DUI/DWI, triggering enhanced penalties including longer jail sentences and license suspensions."
State-Specific,MO,MO-SS-018,duiBac,How is a third DWI classified in Missouri?,Class A misdemeanor,Class E felony,Class D felony,Class C felony,C,2,"In Missouri, a third DWI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MO,MO-SS-019,gdlLicensing,At what age can you get an instruction permit in Missouri?,14 years old,15 years old,15 years 6 months old,16 years old,B,1,"Missouri issues learner's permits to new drivers at age 15, allowing them to practice driving with a licensed adult supervisor in the vehicle."
State-Specific,MO,MO-SS-020,gdlLicensing,At what age can you get an intermediate license?,15 years 6 months old,16 years old,16 years 6 months old,17 years old,B,1,"Missouri issues intermediate licenses to teen drivers at age 16, which includes certain driving restrictions that are lifted as they gain experience."
State-Specific,MO,MO-SS-021,gdlLicensing,What are the nighttime driving restrictions in Missouri?,10 PM to 5 AM,11 PM to 5 AM,1 AM to 5 AM,No restriction,C,2,"In Missouri, teen drivers with restricted licenses cannot drive between 1 AM and 5 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,MO,MO-SS-022,gdlLicensing,At what age can you get full license?,17 years old,18 years old,19 years old,21 years old,B,1,"In Missouri, drivers become eligible for a full, unrestricted driver's license at age 18, once they have completed all graduated licensing requirements."
State-Specific,MO,MO-SS-023,gdlLicensing,How often must Missouri driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,C,2,"Missouri driver's licenses are valid for 6 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,MO,MO-SS-024,gdlLicensing,How many supervised driving hours are required in Missouri?,20 hours of supervised driving,30 hours of supervised driving,40 hours of supervised driving,50 hours of supervised driving,C,2,"Missouri requires teen drivers to complete 40 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,MO,MO-SS-025,gdlLicensing,What is Missouri's intermediate passenger restriction?,No passengers under 19,1 passenger under 19,3 passengers under 19,No restriction,B,1,Limited to 1 non-family passenger under 19 for first 6 months.
State-Specific,MO,MO-SS-026,gdlLicensing,What is Missouri's permit must be held for minimum?,90 days,120 days,180 days,1 year,C,2,"In Missouri, new drivers must hold their learner's permit for at least 180 days before they can apply for their next level license. This ensures adequate time for supervised driving practice."
State-Specific,MO,MO-SS-027,insurance,What is Missouri's minimum bodily injury liability per person?,"$20,000","$25,000","$30,000","$50,000",B,1,"Missouri requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,MO,MO-SS-028,insurance,What is Missouri's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$60,000",C,2,"Missouri requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,MO,MO-SS-029,insurance,What is Missouri's minimum property damage liability?,"$10,000","$15,000","$20,000","$25,000",D,3,"Missouri requires a minimum of $25,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,MO,MO-SS-030,insurance,What is Missouri's minimum insurance requirement?,20/40/10,25/50/10,25/50/25,30/60/25,C,2,"Missouri requires 25/50/25 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $25,000 for property damage."
State-Specific,MO,MO-SS-031,insurance,Does Missouri also require uninsured motorist coverage?,"$25,000/$50,000",Same as liability,Not required,"$10,000",A,0,"Missouri requires $25,000/$50,000 in uninsured/underinsured motorist coverage. This protects you if you're hit by a driver without adequate insurance."
State-Specific,MO,MO-SS-032,seatbeltPhone,How is Missouri's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Front seat only,B,1,Missouri enforces seat belts as secondary offense. Wearing your seat belt is one of the most effective ways to prevent injuries in a crash.
State-Specific,MO,MO-SS-033,seatbeltPhone,What is Missouri's law on texting while driving?,Legal for adults,Prohibited for all - primary,Prohibited for under-21,Prohibited in school zones,C,2,"In Missouri, texting prohibited for drivers under 21."
State-Specific,MO,MO-SS-034,seatbeltPhone,What is Missouri's law on handheld phone use while driving?,Prohibited for all,Prohibited for under-21 only,Prohibited in work zones,Legal with no restrictions,C,2,"In Missouri, handheld phones prohibited in work zones for all drivers."
State-Specific,MO,MO-SS-035,seatbeltPhone,When is Until what age are child restraints in Missouri required in Missouri?,Age 4,Age 6,Age 8,80 lbs or age 8,D,3,"In Missouri, children must be in booster until 80 lbs or age 8 or 4'9""."
State-Specific,MO,MO-SS-036,seatbeltPhone,What is the Seat belt fine in Missouri?,$10,$25,$50,$75,A,0,"In Missouri, a seat belt violation carries a fine of $10. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,MO,MO-SS-037,pointsPenalties,What is Missouri's DUI lookback period?,5 years,7 years,10 years,Lifetime,A,0,Missouri uses a 5-year lookback period for DUI/DWI offenses. Prior convictions within this timeframe count toward enhanced penalties for repeat offenders.
State-Specific,MO,MO-SS-038,pointsPenalties,What is the license suspension in Missouri?,90 days suspension,1 year suspension,18 months suspension,2 years suspension,B,1,"In Missouri, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 1-year license suspension, even if you are not convicted of DUI."
State-Specific,MO,MO-SS-039,pointsPenalties,How is a second DWI classified in Missouri?,Class B misdemeanor,Class A misdemeanor,Class E felony,Class D felony,B,1,"In Missouri, a second DWI offense is classified as a misdemeanor, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MO,MO-SS-040,pointsPenalties,What is the second DWI license suspension in Missouri?,1 year suspension,5 years suspension,10 years suspension,Permanent,B,1,"In Missouri, second DWI results in 5-year revocation. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,MO,MO-SS-041,pointsPenalties,Chronic violator status after how many DWIs in 10 years?,2,3,4,5,C,2,"In Missouri, 4 or more DWIs in 10 years = chronic violator. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,MO,MO-SS-042,pointsPenalties,What is Missouri's chronic violator revocation?,5 years suspension,10 years suspension,15 years suspension,Permanent,B,1,"In Missouri, chronic violator faces 10-year revocation. Understanding these penalties helps you make informed decisions about your driving behavior."
State-Specific,MO,MO-SS-043,stateUnique,Is Missouri an at-fault or no-fault insurance state?,No-fault state,At-fault state,Choice state,Hybrid state,B,1,"Missouri is an at-fault state, meaning the driver who caused an accident is financially responsible for paying damages to other parties involved."
State-Specific,MO,MO-SS-044,stateUnique,What does Missouri's implied consent law cover?,Breath only,"Blood, breath, urine",Breath and blood only,Chemical testing,B,1,"Missouri's implied consent law means that by driving on the state's roads, you automatically consent to chemical testing (breath, blood, or urine) if lawfully arrested for DUI."
State-Specific,MO,MO-SS-045,stateUnique,When is an IID required in Missouri?,First with high BAC,Second,Third,All offenses,A,0,"In Missouri, an Ignition Interlock Device (IID) is required for certain DUI offenses. The IID prevents your vehicle from starting if alcohol is detected on your breath."
State-Specific,MO,MO-SS-046,stateUnique,Missouri allows limited driving permit (LDP) after?,30 days suspension,60 days,90 days,Immediate with IID,A,0,"In Missouri, lDP available after 30-day hard suspension."
State-Specific,MO,MO-SS-047,stateUnique,Saturation Action For Enforcement (SAFE) zones?,School zones,DWI checkpoints,Work zones,All of above,B,1,"In Missouri, sAFE refers to DWI checkpoints and enforcement zones."
State-Specific,MO,MO-SS-048,stateUnique,What is Missouri's prior and persistent offender means?,1 prior conviction,2 prior convictions,3 prior convictions,4+ prior convictions,B,1,"In Missouri, 2 prior convictions = prior and persistent offender."
State-Specific,MO,MO-SS-049,stateUnique,How is DWI causing death classified in Missouri?,Class D felony,Class C felony,Class B felony,Class A felony,C,2,"In Missouri, DWI causing death is a Class B felony. This extremely serious charge carries substantial prison time and permanent consequences."
State-Specific,MO,MO-SS-050,stateUnique,What is Missouri's administrative revocation occurs?,At conviction,At arrest if failed/refused test,After 30 days,Never automatic,B,1,Administrative revocation at time of arrest if test failed/refused.
State-Specific,MT,MT-SS-001,speedLimits,What is the maximum speed limit on Montana interstates?,75 miles per hour,80 miles per hour,85 miles per hour,No limit,B,1,"Montana's maximum speed limit on major highways is 80 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,MT,MT-SS-002,speedLimits,The speed limit on Montana two-lane highways?,65 miles per hour,70 miles per hour,75 miles per hour,80 miles per hour,B,1,"Montana's maximum speed limit on major highways is 70 mph. Speed limits may be lower in urban areas, construction zones, or during adverse weather conditions."
State-Specific,MT,MT-SS-003,speedLimits,Montana nighttime speed limit on two-lane highways?,55 miles per hour,60 miles per hour,65 miles per hour,70 miles per hour,C,2,"In Montana, nighttime limit is 65 mph on two-lane highways. Always observe posted speed limits and adjust for road conditions."
State-Specific,MT,MT-SS-004,speedLimits,What is the residential speed limit in Montana?,20 miles per hour,25 miles per hour,30 miles per hour,35 miles per hour,B,1,The default speed limit in Montana residential areas is 25 mph unless otherwise posted. This limit helps ensure safety in neighborhoods where pedestrians may be present.
State-Specific,MT,MT-SS-005,speedLimits,What is the school zone speed limit in Montana?,15 miles per hour,20 miles per hour,25 miles per hour,As posted,A,0,"In Montana, the speed limit in school zones is 15 mph when children are present. This reduced limit helps protect students during arrival and dismissal times."
State-Specific,MT,MT-SS-006,speedLimits,"Trucks over 60,001 lbs on interstates limited?",60 mph day/55 night,65 mph day/60 night,70 miles per hour,Same as cars,B,1,"In Montana, heavy trucks limited to 65 mph day/60 mph night."
State-Specific,MT,MT-SS-007,speedLimits,What is Montana's speeding in montana is typically a?,Criminal offense,Civil infraction,A misdemeanor,Warning,B,1,"In Montana, most speeding is a civil infraction. Always observe posted speed limits and adjust for road conditions."
State-Specific,MT,MT-SS-008,speedLimits,What is Montana's reckless driving is a?,Infraction,A misdemeanor,A felony,Warning,B,1,"In Montana, reckless driving is classified as a misdemeanor. This serious offense can result in fines, jail time, license suspension, and a criminal record."
State-Specific,MT,MT-SS-009,speedLimits,What is the license suspension in Montana?,"Yes, 15 points","Yes, 30 points",No point system,Varies by county,C,2,Montana does not use a point system. Always observe posted speed limits and adjust for road conditions.
State-Specific,MT,MT-SS-010,speedLimits,What is Montana's speeding ticket fines in Montana?,Fixed statewide,Vary by jurisdiction,Based on mph over,Judge's discretion,B,1,"In Montana, fines vary by jurisdiction. Always observe posted speed limits and adjust for road conditions."
State-Specific,MT,MT-SS-011,duiBac,What is the legal BAC limit for drivers 21+ in Montana?,0.10%,0.08%,0.05%,0.07%,B,1,Montana's legal blood alcohol concentration (BAC) limit is 0.08% for adult drivers. Driving at or above this level constitutes driving under the influence.
State-Specific,MT,MT-SS-012,duiBac,What is Montana's BAC limit for drivers under 21?,0.00%,0.02%,0.04%,0.08%,B,1,"In Montana, drivers under 21 face a 0.02% BAC limit under zero tolerance laws. Any amount of alcohol in a minor's system while driving can result in serious penalties."
State-Specific,MT,MT-SS-013,duiBac,How is a first DUI classified in Montana?,Infraction,A misdemeanor,A felony,Civil violation,B,1,"In Montana, a first DUI offense is classified as a misdemeanor, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MT,MT-SS-014,duiBac,What is the first DUI jail time in Montana?,24 hours of supervised driving,48 hours of supervised driving,6 months in jail,1 year in jail,C,2,"In Montana, a DUI conviction can result in up to 6 months in jail, along with fines, license suspension, and other penalties."
State-Specific,MT,MT-SS-015,duiBac,What is Montana's first DUI fine ranges?,"$300-$1,000","$500-$1,000","$600-$1,000","$1,000-$2,000",C,2,"In Montana, a DUI conviction can result in fines up to $600, in addition to potential jail time, license suspension, and other penalties."
State-Specific,MT,MT-SS-016,duiBac,What is the first DUI license suspension in Montana?,30 days suspension,90 days suspension,6 months suspension,1 year suspension,C,2,"In Montana, first DUI results in 6-month suspension. Additional penalties may apply based on your specific circumstances."
State-Specific,MT,MT-SS-017,duiBac,How is a fourth DUI classified in Montana?,A misdemeanor,A felony,Same as third,Aggravated,B,1,"In Montana, a fourth DUI offense is classified as a felony, which determines the severity of potential penalties including fines, jail time, and license suspension."
State-Specific,MT,MT-SS-018,duiBac,Aggravated DUI (BAC 0.16%+) first offense minimum jail?,24 hours of supervised driving,48 hours of supervised driving,5 days in jail,10 days in jail,A,0,"In Montana, aggravated DUI carries minimum 24 hours jail. Additional penalties may apply based on your specific circumstances."
State-Specific,MT,MT-SS-019,gdlLicensing,At what age can you get a learner's license in Montana?,14 years old,14 years 6 months old,15 years old,15 years 6 months old,B,1,Montana issues learner's license at 14 years 6 months. These requirements help ensure new drivers gain adequate experience.
State-Specific,MT,MT-SS-020,gdlLicensing,At what age can you get first-year restricted license?,14 years 6 months old,15 years old,15 years 6 months old,16 years old,B,1,"Montana issues intermediate licenses to teen drivers at age 15, which includes certain driving restrictions that are lifted as they gain experience."
State-Specific,MT,MT-SS-021,gdlLicensing,What are the nighttime driving restrictions in Montana?,9:00 PM,10:00 PM,11:00 PM,Midnight,C,2,"In Montana, teen drivers with restricted licenses cannot drive between 11 PM and 5 AM. This nighttime driving restriction helps reduce accidents during high-risk hours."
State-Specific,MT,MT-SS-022,gdlLicensing,At what age can you get full license?,15 years old,16 years old,17 years old,18 years old,B,1,"In Montana, drivers become eligible for a full, unrestricted driver's license at age 16, once they have completed all graduated licensing requirements."
State-Specific,MT,MT-SS-023,gdlLicensing,How often must Montana driver's licenses be renewed?,Every 4 years,Every 5 years,Every 6 years,Every 8 years,D,3,"Montana driver's licenses are valid for 8 years before requiring renewal. Renewal may involve vision tests, updated photos, and verification of your driving record."
State-Specific,MT,MT-SS-024,gdlLicensing,How many supervised driving hours are required in Montana?,None specified,40 hours of supervised driving,50 hours of supervised driving,75 hours of supervised driving,C,2,"Montana requires teen drivers to complete 50 hours of supervised driving practice before obtaining their license, helping them gain experience in various driving conditions."
State-Specific,MT,MT-SS-025,gdlLicensing,Passenger restriction for first 6 months?,No passengers,1 non-family,3 passengers,No restriction,A,0,No passengers except licensed driver or family for first 6 months.
State-Specific,MT,MT-SS-026,gdlLicensing,What is Montana's traffic education?,Mandatory for all under 18,Optional,For under-15 only,Not offered,A,0,"In Montana, traffic education mandatory for drivers under 18."
State-Specific,MT,MT-SS-027,insurance,What is Montana's minimum bodily injury liability per person?,"$20,000","$25,000","$30,000","$50,000",B,1,"Montana requires a minimum of $25,000 in bodily injury liability coverage per person. This insurance pays for injuries you cause to others in an accident."
State-Specific,MT,MT-SS-028,insurance,What is Montana's minimum bodily injury liability per accident?,"$25,000","$40,000","$50,000","$60,000",C,2,"Montana requires a minimum of $50,000 in bodily injury liability coverage per accident. This is the total amount your insurance will pay for all injuries in a single accident."
State-Specific,MT,MT-SS-029,insurance,What is Montana's minimum property damage liability?,"$10,000","$15,000","$20,000","$25,000",A,0,"Montana requires a minimum of $10,000 in property damage liability coverage. This insurance pays for damage you cause to other people's property in an accident."
State-Specific,MT,MT-SS-030,insurance,What is Montana's minimum insurance requirement?,20/40/10,25/50/10,25/50/20,30/60/10,B,1,"Montana requires 25/50/10 minimum liability coverage: $25,000 per person for bodily injury, $50,000 per accident for bodily injury, and $10,000 for property damage."
State-Specific,MT,MT-SS-031,insurance,Does Montana also require uninsured motorist coverage?,"Yes, same as liability","Yes, lower limits",No,Optional,A,0,"In Montana, uninsured/underinsured motorist (UM/UIM) coverage is required at the same limits as your liability coverage. This protects you if you're hit by an uninsured driver."
State-Specific,MT,MT-SS-032,seatbeltPhone,How is Montana's seat belt law enforced?,Primary offense (can be pulled over for this),Secondary offense (only with another violation),No enforcement,Daytime only,B,1,Montana enforces seat belts as secondary offense. Wearing your seat belt is one of the most effective ways to prevent injuries in a crash.
State-Specific,MT,MT-SS-033,seatbeltPhone,What is Montana's law on texting while driving?,Legal with no restrictions,Prohibited for all - primary,Prohibited for under-18,Not addressed statewide,D,3,Montana has no statewide texting ban.
State-Specific,MT,MT-SS-034,seatbeltPhone,What is Montana's law on handheld phone use while driving?,Prohibited for all,Prohibited for under-18,Prohibited in school zones,Legal with no restrictions,D,3,Montana has no statewide handheld phone ban.
State-Specific,MT,MT-SS-035,seatbeltPhone,When is Until what age are child restraints in Montana required in Montana?,Age 4,Age 6,Age 6 or 60 lbs,Age 8,C,2,"In Montana, child restraint required until age 6 or 60 lbs."
State-Specific,MT,MT-SS-036,seatbeltPhone,What is the Seat belt fine in Montana?,$20,$50,$100,$150,A,0,"In Montana, a seat belt violation carries a fine of $20. Wearing your seat belt significantly reduces the risk of injury in a crash."
State-Specific,MT,MT-SS-037,pointsPenalties,What is Montana's DUI lookback period?,5 years,7 years,10 years,Lifetime,D,3,"Montana has a lifetime lookback period for DUI/DWI offenses, meaning all prior convictions will be considered when determining penalties, regardless of how long ago they occurred."
State-Specific,MT,MT-SS-038,pointsPenalties,What is the license suspension in Montana?,6 months suspension,1 year suspension,18 months suspension,2 years suspension,A,0,"In Montana, refusing a chemical test (breath, blood, or urine) under the implied consent law results in an automatic 6-month license suspension, even if you are not convicted of DUI."
